xtime[s] xdist[m] speed[km/h] nmot[rpm] gear[n] accx[g] accy[g] accz[g] steer[deg] yaw[deg/s]     dam_fl[mm] dam_fr[mm] dam_rl[mm] dam_rr[mm]     Jounce_FL[mm] Jounce_FR[mm] Jounce_RL[mm] Jounce_RR[mm]     Ride_AxleFront[mm] Ride_AxleRear[mm]     SideSlipFL[deg] SideSlipFR[deg] SideSlipRL[deg] SideSlipRR[deg] SideSlipCG[deg]     slip_fl[pct] slip_fr[pct] slip_rl[pct] slip_rr[pct]     AeroBalance[pct] Cx[none]     pbrake_f[bar] pbrake_r[bar]     Load_FL_Ch1[kN] Load_FR_Ch1[kN] Load_RL_Ch1[kN] Load_RR_Ch1[kN]     vwheel_fl[km/h] vwheel_fr[km/h] vwheel_rl[km/h] vwheel_rr[km/h]     acc_fl[g] acc_fr[g] acc_rl[g] acc_rr[g]     Fz_fl[kN] Fz_fr[kN] Fz_rl[kN] Fz_rr[kN]     roll[deg]     aps[%] me_act[Nm] md_rl[Nm] md_rr[Nm]     damper_force_FC[kN] damper_force_RC[kN]     dam_3rd_front[mm] dam_3rd_rear[mm]     CamberFL[deg] CamberFR[deg] CamberRL[deg] CamberRR[deg]     ToeFL[deg] ToeFR[deg] ToeRL[deg] ToeRR[deg]     CLA[m2]     Fx_FL[kN] Fx_FR[kN] Fx_RL[kN] Fx_RR[kN]     Fy_FL[kN] Fy_FR[kN] Fy_RL[kN] Fy_RR[kN]     fl_LCA_front[N] fl_LCA_rear[N] fl_UCA_Front[N] fl_UCA_Rear[N] fl_TROD_Out[N] fl_PROD[N]     fr_LCA_front[N] fr_LCA_rear[N] fr_UCA_Front[N] fr_UCA_Rear[N] fr_TROD_Out[N] fr_PROD[N]     rl_LCA_front[N] rl_LCA_rear[N] rl_UCA_Front[N] rl_UCA_Rear[N] rl_TROD_Out[N] rl_PROD[N]     rr_LCA_front[N] rr_LCA_rear[N] rr_UCA_Front[N] rr_UCA_Rear[N] rr_TROD_Out[N] rr_PROD[N]
1.898 116.874 236.198 6742.332 5.000 0.395 0.001 -0.000 0.020 -0.026 -13.892 -13.887 -26.676 -26.670 15.135 15.141 12.905 12.912 53.009 63.784 0.338 -0.335 -0.168 0.170 0.000 -0.034 -0.034 1.269 1.268 40.562 1.113 0.014 0.014 2.563 2.567 7.761 7.767 236.112 236.115 239.193 239.193 -0.001 -0.000 0.000 0.001 4317.146 4320.108 6342.217 6345.007 0.000 100.001 761.644 1347.082 1346.722 0.006 0.000 -0.918 -12.980 -2.883 -2.883 -2.746 -2.745 -0.338 0.334 0.169 -0.169 3.869 -0.065 -0.065 3.756 3.755 -0.668 0.662 0.877 -0.883 -4306.956 -4607.066 523.987 697.010 1223.423 2562.535 -4302.743 -4603.598 522.250 695.945 1221.849 2566.840 -7146.261 -14671.207 3895.854 7193.902 -1102.281 7761.367 -7147.526 -14667.372 3896.472 7190.438 -1101.178 7766.994
1.963 121.164 237.105 6767.582 5.000 0.392 -0.000 0.000 -0.032 -0.006 -13.743 -13.735 -26.571 -26.565 15.321 15.331 13.036 13.044 52.784 63.616 0.335 -0.338 -0.168 0.170 0.001 -0.033 -0.033 1.261 1.261 40.631 1.112 0.014 0.014 2.596 2.597 7.809 7.810 237.021 237.022 240.094 240.094 -0.001 -0.001 0.001 0.001 4340.130 4341.158 6362.011 6363.026 0.000 99.997 759.998 1344.049 1344.011 0.007 0.000 -0.693 -12.881 -2.887 -2.886 -2.749 -2.749 -0.333 0.339 0.169 -0.169 3.872 -0.065 -0.065 3.747 3.747 -0.662 0.670 0.881 -0.889 -4320.255 -4623.224 521.548 698.018 1229.645 2595.688 -4330.021 -4632.566 523.978 699.712 1233.147 2597.325 -7178.236 -14716.433 3887.726 7223.176 -1095.006 7809.053 -7175.154 -14704.696 3889.721 7214.049 -1094.282 7810.029
2.028 125.435 237.998 6792.426 5.000 0.389 0.001 0.000 0.009 -0.001 -13.593 -13.591 -26.466 -26.464 15.508 15.511 13.168 13.170 52.562 63.451 0.337 -0.335 -0.169 0.169 0.000 -0.033 -0.033 1.254 1.254 40.698 1.112 0.014 0.014 2.628 2.629 7.853 7.855 237.915 237.915 240.981 240.981 0.001 0.000 -0.000 -0.001 4362.165 4362.884 6380.734 6381.568 0.000 100.001 758.362 1341.118 1341.229 0.010 0.000 -0.473 -12.784 -2.891 -2.890 -2.753 -2.752 -0.337 0.335 0.169 -0.169 3.874 -0.065 -0.065 3.739 3.740 -0.668 0.664 0.889 -0.891 -4347.356 -4652.258 523.024 701.706 1240.846 2627.667 -4343.182 -4648.323 521.770 700.749 1239.337 2628.618 -7206.102 -14751.877 3880.912 7245.390 -1087.636 7853.405 -7206.081 -14750.537 3881.728 7243.967 -1087.611 7855.065
2.157 133.979 239.753 6841.203 5.000 0.383 0.002 0.000 0.018 -0.025 -13.322 -13.308 -26.268 -26.254 15.847 15.865 13.415 13.433 52.141 63.125 0.338 -0.334 -0.168 0.171 0.001 -0.032 -0.032 1.240 1.239 40.825 1.111 0.014 0.014 2.688 2.694 7.938 7.946 239.669 239.672 242.723 242.723 -0.001 -0.000 0.000 0.000 4403.715 4408.221 6415.508 6419.937 0.001 100.001 754.908 1335.161 1335.126 0.022 0.000 -0.058 -12.592 -2.898 -2.897 -2.760 -2.759 -0.338 0.335 0.169 -0.169 3.878 -0.064 -0.064 3.723 3.723 -0.672 0.663 0.895 -0.906 -4388.248 -4697.394 522.956 706.735 1258.470 2687.876 -4381.969 -4691.982 520.396 704.959 1256.084 2694.320 -7264.183 -14835.191 3864.268 7300.233 -1073.805 7937.583 -7264.343 -14826.152 3867.135 7291.876 -1072.689 7946.190
2.221 138.250 240.614 6865.147 5.000 0.379 0.000 0.000 -0.029 -0.005 -13.201 -13.187 -26.166 -26.154 15.999 16.016 13.542 13.557 51.952 62.965 0.335 -0.337 -0.167 0.171 0.002 -0.032 -0.032 1.232 1.232 40.879 1.110 0.014 0.014 2.720 2.723 7.983 7.986 240.532 240.533 243.577 243.577 -0.001 -0.000 0.000 0.001 4426.014 4428.097 6434.630 6436.735 0.001 99.997 753.127 1331.937 1332.126 0.033 0.000 0.123 -12.498 -2.902 -2.900 -2.763 -2.762 -0.334 0.339 0.169 -0.169 3.880 -0.064 -0.064 3.714 3.714 -0.665 0.670 0.900 -0.910 -4400.798 -4712.785 520.608 707.540 1264.267 2720.276 -4407.972 -4719.692 522.123 708.532 1266.825 2723.337 -7294.667 -14876.512 3855.993 7327.061 -1066.320 7983.316 -7291.301 -14862.743 3859.301 7315.729 -1065.661 7986.426
2.284 142.499 241.461 6888.683 5.000 0.376 0.001 0.000 0.004 0.001 -13.093 -13.087 -26.063 -26.058 16.134 16.141 13.671 13.677 51.787 62.806 0.337 -0.336 -0.169 0.170 0.001 -0.032 -0.032 1.225 1.225 40.924 1.110 0.014 0.014 2.750 2.751 8.026 8.028 241.380 241.380 244.418 244.418 0.001 0.001 -0.001 -0.001 4446.185 4447.235 6452.763 6453.942 0.000 100.001 751.409 1328.899 1329.159 0.046 0.000 0.278 -12.404 -2.904 -2.903 -2.766 -2.766 -0.336 0.336 0.169 -0.169 3.881 -0.063 -0.063 3.705 3.706 -0.670 0.666 0.908 -0.912 -4424.133 -4738.079 521.677 710.500 1273.900 2749.827 -4420.523 -4734.645 520.527 709.565 1272.564 2751.234 -7321.468 -14909.654 3849.069 7347.907 -1058.933 8026.014 -7320.817 -14906.441 3850.686 7344.768 -1058.988 8028.218
2.411 150.997 243.126 6934.913 5.000 0.370 0.001 0.000 0.001 -0.009 -12.921 -12.913 -25.869 -25.861 16.348 16.359 13.913 13.924 51.504 62.494 0.337 -0.336 -0.168 0.170 0.001 -0.031 -0.031 1.211 1.211 40.995 1.109 0.014 0.014 2.804 2.807 8.109 8.113 243.045 243.046 246.068 246.068 -0.001 -0.000 0.000 0.001 4482.829 4485.046 6487.390 6489.543 0.001 100.001 747.936 1322.921 1323.001 0.073 0.000 0.537 -12.220 -2.908 -2.908 -2.773 -2.772 -0.336 0.336 0.169 -0.169 3.882 -0.063 -0.063 3.689 3.689 -0.670 0.668 0.916 -0.922 -4456.717 -4774.880 521.025 713.956 1287.896 2803.624 -4455.902 -4774.331 520.380 713.501 1287.529 2806.811 -7377.396 -14987.112 3833.349 7398.516 -1045.174 8108.917 -7376.941 -14981.598 3835.168 7393.478 -1044.712 8112.985
2.473 155.246 243.943 6957.620 5.000 0.367 -0.001 0.000 -0.048 0.016 -12.844 -12.840 -25.769 -25.768 16.446 16.450 14.038 14.040 51.378 62.339 0.334 -0.339 -0.169 0.169 0.001 -0.031 -0.031 1.204 1.204 41.024 1.109 0.014 0.014 2.833 2.831 8.155 8.151 243.864 243.863 246.879 246.879 -0.001 -0.001 0.000 0.001 4502.643 4501.179 6506.666 6505.202 -0.000 99.997 746.224 1319.835 1320.103 0.086 0.000 0.649 -12.129 -2.910 -2.910 -2.776 -2.776 -0.332 0.340 0.169 -0.169 3.882 -0.063 -0.063 3.680 3.681 -0.663 0.676 0.923 -0.925 -4465.589 -4786.508 518.513 714.077 1292.052 2832.712 -4479.834 -4799.699 522.569 716.892 1297.296 2830.718 -7406.773 -15025.532 3826.017 7422.994 -1037.874 8154.534 -7403.212 -15019.141 3827.132 7418.407 -1038.199 8150.709
2.536 159.469 244.747 6979.940 5.000 0.364 -0.002 0.000 -0.023 0.028 -12.766 -12.776 -25.668 -25.678 16.542 16.530 14.165 14.152 51.257 62.186 0.335 -0.339 -0.170 0.167 -0.001 -0.031 -0.031 1.197 1.198 41.051 1.108 0.014 0.014 2.861 2.855 8.198 8.190 244.669 244.666 247.677 247.676 0.000 0.000 -0.000 -0.000 4521.549 4517.512 6525.263 6521.307 -0.001 100.001 744.651 1317.076 1317.360 0.100 0.000 0.755 -12.040 -2.911 -2.912 -2.779 -2.780 -0.335 0.338 0.169 -0.169 3.882 -0.062 -0.062 3.673 3.673 -0.665 0.675 0.933 -0.924 -4485.280 -4808.200 519.070 716.301 1300.147 2860.625 -4492.291 -4814.275 521.712 718.103 1302.812 2854.825 -7432.799 -15056.650 3820.382 7441.878 -1030.818 8197.928 -7431.921 -15063.806 3818.626 7448.397 -1032.178 8190.111
2.659 167.916 246.327 7023.827 5.000 0.358 -0.003 0.000 -0.037 0.033 -12.629 -12.650 -25.474 -25.494 16.714 16.688 14.408 14.382 51.030 61.883 0.333 -0.341 -0.171 0.166 -0.002 -0.030 -0.030 1.184 1.185 41.100 1.107 0.014 0.014 2.913 2.904 8.282 8.269 246.250 246.247 249.244 249.244 -0.001 -0.000 0.000 0.001 4557.337 4550.714 6560.993 6554.208 -0.001 100.001 741.512 1311.755 1311.716 0.127 0.000 0.952 -11.862 -2.914 -2.916 -2.785 -2.787 -0.334 0.340 0.169 -0.169 3.882 -0.062 -0.062 3.658 3.658 -0.662 0.680 0.946 -0.929 -4512.294 -4839.555 517.384 718.528 1311.796 2913.384 -4528.120 -4853.893 522.807 722.526 1317.769 2904.046 -7486.506 -15128.066 3807.832 7486.870 -1017.711 8282.464 -7486.458 -15142.251 3803.105 7500.105 -1019.388 8269.258
2.721 172.139 247.104 7045.393 5.000 0.356 -0.006 0.000 -0.085 0.062 -12.562 -12.594 -25.374 -25.407 16.798 16.757 14.533 14.491 50.922 61.733 0.329 -0.345 -0.172 0.165 -0.003 -0.030 -0.030 1.177 1.179 41.123 1.107 0.014 0.014 2.942 2.925 8.328 8.304 247.029 247.022 250.014 250.014 -0.001 -0.001 0.000 0.001 4576.867 4565.077 6580.467 6568.540 -0.002 99.997 739.897 1308.895 1308.935 0.142 0.000 1.044 -11.774 -2.915 -2.918 -2.787 -2.791 -0.330 0.344 0.169 -0.169 3.882 -0.062 -0.062 3.650 3.650 -0.653 0.690 0.955 -0.929 -4519.328 -4849.347 514.553 718.220 1315.152 2942.111 -4551.876 -4878.917 525.346 726.051 1327.448 2925.484 -7514.525 -15162.969 3801.748 7508.383 -1010.610 8328.108 -7512.012 -15180.966 3794.764 7526.323 -1013.403 8304.190
2.782 176.332 247.867 7066.557 5.000 0.353 -0.007 0.000 -0.070 0.081 -12.494 -12.546 -25.273 -25.324 16.882 16.818 14.659 14.595 50.818 61.586 0.329 -0.345 -0.174 0.162 -0.004 -0.030 -0.030 1.170 1.174 41.144 1.107 0.014 0.014 2.970 2.947 8.371 8.340 247.793 247.784 250.770 250.770 0.000 0.000 -0.000 -0.000 4595.609 4579.647 6599.146 6583.101 -0.004 100.001 738.309 1306.149 1306.132 0.156 0.000 1.131 -11.688 -2.916 -2.921 -2.789 -2.795 -0.331 0.343 0.168 -0.169 3.882 -0.062 -0.061 3.642 3.642 -0.653 0.691 0.967 -0.926 -4535.892 -4868.023 514.397 719.762 1322.014 2969.805 -4565.549 -4894.465 525.218 727.656 1333.379 2947.144 -7539.591 -15191.022 3796.689 7524.905 -1003.498 8371.338 -7539.620 -15225.277 3785.622 7556.729 -1007.642 8340.175
2.903 184.716 249.366 7108.130 5.000 0.347 -0.010 0.000 -0.098 0.104 -12.374 -12.452 -25.080 -25.157 17.033 16.935 14.900 14.804 50.624 61.297 0.325 -0.349 -0.177 0.159 -0.007 -0.029 -0.029 1.157 1.161 41.181 1.106 0.014 0.014 3.023 2.991 8.456 8.411 249.295 249.283 252.256 252.256 -0.001 -0.000 0.000 0.001 4631.764 4608.796 6635.466 6612.142 -0.005 100.000 734.818 1300.262 1299.819 0.186 0.000 1.291 -11.518 -2.918 -2.924 -2.794 -2.802 -0.329 0.345 0.168 -0.168 3.882 -0.061 -0.061 3.626 3.625 -0.644 0.701 0.985 -0.925 -4557.329 -4894.093 511.366 720.653 1331.412 3023.154 -4603.219 -4935.442 527.693 732.809 1349.021 2990.690 -7591.484 -15252.942 3784.347 7563.122 -989.232 8456.125 -7592.802 -15304.657 3766.826 7611.384 -994.808 8410.997
2.964 188.908 250.103 7128.530 5.000 0.344 -0.013 0.000 -0.145 0.138 -12.313 -12.412 -24.981 -25.079 17.108 16.985 15.024 14.902 50.531 61.156 0.320 -0.354 -0.179 0.157 -0.008 -0.029 -0.029 1.150 1.155 41.199 1.106 0.014 0.014 3.052 3.010 8.501 8.442 250.033 250.018 252.984 252.985 -0.001 -0.001 0.000 0.001 4651.368 4621.426 6654.971 6624.662 -0.007 99.996 732.884 1296.890 1296.426 0.201 0.000 1.366 -11.435 -2.918 -2.927 -2.796 -2.806 -0.325 0.349 0.168 -0.168 3.881 -0.061 -0.060 3.617 3.615 -0.633 0.713 0.997 -0.923 -4562.569 -4902.163 508.161 719.871 1334.005 3052.019 -4627.015 -4960.371 530.615 736.501 1358.741 3009.702 -7618.555 -15282.425 3777.753 7581.070 -981.227 8501.271 -7618.157 -15343.729 3756.155 7639.261 -988.398 8442.015
3.024 193.062 250.824 7148.498 5.000 0.341 -0.016 -0.000 -0.141 0.164 -12.252 -12.376 -24.882 -25.004 17.185 17.030 15.147 14.995 50.441 61.017 0.319 -0.355 -0.182 0.154 -0.011 -0.029 -0.029 1.143 1.149 41.215 1.105 0.014 0.014 3.080 3.029 8.544 8.474 250.757 250.739 253.698 253.698 0.000 0.000 -0.000 -0.000 4670.357 4634.200 6673.742 6637.234 -0.008 100.001 730.908 1293.499 1292.901 0.216 0.000 1.438 -11.354 -2.918 -2.929 -2.798 -2.811 -0.325 0.349 0.168 -0.168 3.881 -0.061 -0.060 3.607 3.606 -0.630 0.716 1.011 -0.917 -4575.647 -4917.551 507.127 720.601 1339.512 3080.066 -4642.538 -4977.535 531.363 738.629 1365.382 3028.856 -7643.175 -15305.800 3771.733 7594.703 -973.039 8544.214 -7645.210 -15387.150 3744.493 7670.584 -982.032 8473.573
3.142 201.367 252.240 7187.627 5.000 0.334 -0.021 -0.000 -0.179 0.204 -12.136 -12.305 -24.692 -24.857 17.330 17.119 15.385 15.179 50.265 60.747 0.313 -0.362 -0.186 0.149 -0.014 -0.028 -0.028 1.129 1.137 41.248 1.104 0.014 0.014 3.135 3.067 8.629 8.535 252.176 252.153 255.096 255.096 -0.000 -0.000 0.000 0.000 4707.727 4659.881 6710.418 6661.918 -0.011 100.000 726.596 1286.233 1285.066 0.246 0.000 1.579 -11.195 -2.919 -2.933 -2.802 -2.818 -0.322 0.352 0.168 -0.168 3.881 -0.060 -0.060 3.587 3.584 -0.616 0.732 1.035 -0.909 -4592.244 -4939.127 502.747 720.220 1346.975 3135.143 -4682.479 -5020.396 535.129 744.571 1381.988 3067.497 -7693.691 -15355.929 3757.615 7625.344 -956.326 8628.584 -7697.757 -15466.481 3720.019 7728.621 -968.005 8534.934
3.202 205.518 252.935 7206.806 5.000 0.331 -0.025 -0.000 -0.222 0.241 -12.076 -12.273 -24.596 -24.788 17.404 17.159 15.506 15.265 50.178 60.614 0.308 -0.367 -0.189 0.146 -0.017 -0.028 -0.028 1.121 1.131 41.265 1.104 0.014 0.014 3.164 3.085 8.673 8.562 252.873 252.846 255.781 255.782 -0.001 -0.000 0.000 0.001 4727.623 4671.257 6729.724 6672.656 -0.013 99.996 724.323 1282.325 1281.011 0.261 0.000 1.647 -11.118 -2.919 -2.936 -2.803 -2.823 -0.319 0.356 0.168 -0.168 3.880 -0.060 -0.059 3.576 3.573 -0.605 0.744 1.049 -0.904 -4596.374 -4946.121 499.271 719.095 1349.087 3164.402 -4706.212 -5045.186 538.270 748.391 1391.752 3084.718 -7719.671 -15379.742 3750.357 7639.641 -947.358 8672.736 -7722.925 -15505.481 3706.907 7757.917 -961.066 8562.073
3.260 209.628 253.614 7225.555 5.000 0.328 -0.029 -0.000 -0.239 0.278 -12.015 -12.245 -24.499 -24.723 17.481 17.194 15.626 15.346 50.093 60.485 0.305 -0.370 -0.192 0.143 -0.019 -0.028 -0.028 1.114 1.125 41.281 1.104 0.014 0.014 3.193 3.101 8.716 8.589 253.554 253.524 256.451 256.452 0.000 0.000 0.000 0.000 4747.292 4682.242 6748.779 6683.019 -0.015 100.001 722.117 1278.520 1277.080 0.276 0.000 1.714 -11.042 -2.918 -2.939 -2.804 -2.827 -0.318 0.357 0.168 -0.168 3.880 -0.059 -0.059 3.566 3.562 -0.597 0.752 1.065 -0.896 -4604.468 -4956.816 496.876 718.721 1352.661 3193.354 -4725.402 -5065.632 540.316 751.405 1399.820 3101.324 -7743.926 -15399.149 3743.928 7650.591 -938.366 8715.914 -7748.678 -15547.530 3693.528 7789.563 -954.541 8588.701
3.376 217.849 254.947 7262.333 5.000 0.321 -0.037 -0.000 -0.296 0.348 -11.892 -12.191 -24.307 -24.598 17.635 17.262 15.866 15.502 49.925 60.231 0.296 -0.379 -0.200 0.135 -0.025 -0.027 -0.027 1.099 1.113 41.313 1.103 0.014 0.014 3.251 3.133 8.803 8.639 254.892 254.853 257.766 257.766 -0.000 -0.000 0.000 0.000 4786.888 4703.265 6787.140 6702.509 -0.020 100.000 717.631 1270.941 1268.928 0.305 0.000 1.847 -10.893 -2.917 -2.944 -2.806 -2.836 -0.313 0.362 0.167 -0.168 3.879 -0.059 -0.058 3.544 3.539 -0.575 0.774 1.099 -0.879 -4614.379 -4972.141 490.486 716.635 1357.402 3251.492 -4769.136 -5111.563 545.950 758.619 1417.994 3133.239 -7792.105 -15436.435 3731.533 7671.148 -920.315 8802.672 -7799.403 -15630.481 3665.717 7852.816 -941.317 8639.156
3.434 221.960 255.600 7280.373 5.000 0.318 -0.042 -0.000 -0.334 0.390 -11.828 -12.166 -24.210 -24.540 17.715 17.292 15.988 15.576 49.842 60.106 0.291 -0.385 -0.204 0.131 -0.029 -0.027 -0.027 1.092 1.108 41.329 1.103 0.014 0.014 3.282 3.148 8.847 8.662 255.548 255.505 258.410 258.411 -0.000 -0.000 0.000 0.000 4807.371 4712.754 6806.908 6711.172 -0.022 99.995 715.400 1267.181 1264.864 0.319 0.000 1.913 -10.820 -2.917 -2.947 -2.807 -2.840 -0.310 0.365 0.167 -0.168 3.879 -0.059 -0.058 3.534 3.528 -0.562 0.787 1.117 -0.868 -4617.035 -4977.658 486.602 715.056 1358.844 3281.512 -4792.813 -5136.112 549.424 762.686 1427.797 3147.719 -7816.123 -15453.635 3725.853 7680.053 -911.147 8847.185 -7824.069 -15672.125 3651.409 7885.002 -934.944 8662.052
3.492 226.020 256.239 7297.990 5.000 0.315 -0.047 -0.000 -0.373 0.438 -11.763 -12.144 -24.113 -24.484 17.796 17.320 16.109 15.645 49.760 59.983 0.285 -0.390 -0.208 0.126 -0.032 -0.027 -0.027 1.085 1.103 41.345 1.103 0.014 0.014 3.312 3.161 8.892 8.684 256.190 256.141 259.040 259.041 -0.000 -0.000 0.000 0.000 4827.916 4721.467 6826.803 6719.154 -0.025 100.001 713.318 1263.639 1261.099 0.332 0.000 1.978 -10.749 -2.916 -2.950 -2.808 -2.845 -0.307 0.369 0.167 -0.167 3.879 -0.058 -0.058 3.524 3.517 -0.548 0.801 1.136 -0.857 -4619.017 -4982.503 482.562 713.328 1359.980 3311.592 -4816.421 -5160.464 553.039 766.824 1437.574 3161.056 -7839.347 -15469.024 3721.074 7687.294 -902.171 8891.797 -7848.103 -15714.588 3637.532 7917.774 -929.178 8683.550
3.605 234.141 257.492 7332.594 5.000 0.309 -0.059 -0.000 -0.459 0.548 -11.625 -12.107 -23.913 -24.383 17.969 17.366 16.358 15.771 49.596 59.742 0.272 -0.404 -0.218 0.116 -0.041 -0.026 -0.027 1.072 1.093 41.377 1.102 0.014 0.014 3.374 3.184 8.984 8.722 257.449 257.388 260.277 260.279 -0.000 -0.000 0.000 0.000 4870.576 4736.460 6868.300 6732.710 -0.032 100.000 709.538 1257.290 1254.163 0.359 0.000 2.109 -10.608 -2.914 -2.957 -2.808 -2.855 -0.300 0.376 0.167 -0.167 3.879 -0.058 -0.057 3.506 3.498 -0.515 0.833 1.181 -0.828 -4619.163 -4988.551 473.305 708.866 1360.632 3373.899 -4866.195 -5211.307 561.386 775.952 1458.125 3184.222 -7883.954 -15493.511 3715.012 7695.528 -884.554 8984.112 -7895.348 -15804.653 3609.623 7987.582 -919.154 8721.825
3.662 238.202 258.108 7349.670 5.000 0.307 -0.066 -0.000 -0.501 0.605 -11.554 -12.093 -23.810 -24.335 18.058 17.384 16.487 15.831 49.517 59.621 0.265 -0.411 -0.224 0.110 -0.046 -0.026 -0.026 1.066 1.090 41.392 1.102 0.014 0.014 3.405 3.194 9.032 8.740 258.069 258.002 260.888 260.890 -0.000 0.000 0.000 0.000 4891.987 4742.655 6889.879 6738.909 -0.035 99.995 708.341 1255.396 1251.833 0.372 0.000 2.173 -10.537 -2.912 -2.960 -2.808 -2.860 -0.296 0.380 0.167 -0.167 3.878 -0.058 -0.057 3.501 3.491 -0.498 0.850 1.206 -0.812 -4617.925 -4990.185 468.392 706.340 1360.332 3405.108 -4891.127 -5236.565 565.837 780.716 1468.385 3193.906 -7904.619 -15504.719 3715.831 7697.162 -877.287 9031.970 -7917.947 -15852.919 3597.957 8023.988 -915.966 8740.007
3.718 242.201 258.709 7366.348 5.000 0.305 -0.073 -0.000 -0.560 0.670 -11.483 -12.083 -23.706 -24.289 18.146 17.396 16.618 15.889 49.443 59.500 0.257 -0.419 -0.230 0.103 -0.051 -0.026 -0.026 1.061 1.087 41.405 1.101 0.014 0.014 3.436 3.201 9.082 8.757 258.674 258.599 261.486 261.488 -0.000 -0.000 0.000 0.001 4913.336 4747.237 6912.304 6744.403 -0.039 100.001 707.581 1254.258 1250.305 0.385 0.000 2.233 -10.466 -2.911 -2.964 -2.807 -2.866 -0.292 0.385 0.167 -0.167 3.878 -0.058 -0.056 3.498 3.487 -0.477 0.870 1.232 -0.794 -4612.518 -4987.737 462.508 702.996 1358.328 3436.151 -4918.505 -5263.848 571.265 786.111 1479.527 3201.249 -7924.800 -15516.301 3719.064 7697.877 -870.997 9081.689 -7939.117 -15902.239 3588.153 8060.563 -914.143 8756.748
3.829 250.201 259.897 7399.026 5.000 0.301 -0.089 -0.000 -0.658 0.808 -11.336 -12.074 -23.487 -24.204 18.330 17.407 16.891 15.995 49.298 59.256 0.241 -0.436 -0.244 0.089 -0.062 -0.025 -0.026 1.051 1.083 41.429 1.101 0.014 0.014 3.500 3.213 9.184 8.787 259.870 259.780 262.668 262.670 0.000 0.000 0.000 0.000 4957.296 4754.363 6958.620 6753.557 -0.048 100.000 706.245 1252.417 1247.395 0.408 0.000 2.349 -10.324 -2.907 -2.972 -2.806 -2.878 -0.284 0.393 0.166 -0.167 3.877 -0.058 -0.056 3.492 3.479 -0.434 0.911 1.290 -0.752 -4602.723 -4983.772 450.901 696.246 1354.483 3500.025 -4970.987 -5316.083 581.959 796.787 1500.964 3213.006 -7962.941 -15531.732 3728.531 7692.230 -858.350 9183.544 -7982.039 -16007.558 3567.353 8139.310 -911.420 8786.862
3.884 254.200 260.483 7414.637 5.000 0.299 -0.097 -0.000 -0.694 0.868 -11.262 -12.071 -23.378 -24.164 18.423 17.411 17.027 16.045 49.226 59.136 0.233 -0.444 -0.251 0.081 -0.068 -0.025 -0.026 1.046 1.080 41.441 1.100 0.014 0.014 3.532 3.219 9.233 8.801 260.460 260.363 263.250 263.253 0.000 0.000 0.000 -0.000 4979.251 4758.170 6981.340 6757.901 -0.053 99.995 705.351 1251.134 1245.357 0.420 0.000 2.407 -10.254 -2.904 -2.977 -2.805 -2.884 -0.281 0.396 0.166 -0.167 3.877 -0.057 -0.056 3.489 3.473 -0.414 0.929 1.319 -0.731 -4599.054 -4982.908 445.461 693.059 1352.991 3531.917 -4995.985 -5341.141 586.932 801.896 1511.235 3219.258 -7981.426 -15536.967 3732.570 7687.995 -851.470 9233.292 -8004.186 -16060.181 3555.356 8179.386 -909.344 8801.396
3.938 258.128 261.054 7428.833 5.000 0.297 -0.107 -0.000 -0.775 0.949 -11.186 -12.071 -23.270 -24.129 18.518 17.411 17.163 16.088 49.155 59.021 0.222 -0.455 -0.259 0.074 -0.074 -0.025 -0.026 1.041 1.077 41.454 1.100 0.014 0.014 3.566 3.223 9.285 8.811 261.035 260.929 263.816 263.818 -0.000 -0.000 0.001 0.001 5002.656 4760.405 7005.004 6760.202 -0.058 100.001 704.259 1249.209 1242.961 0.432 0.000 2.464 -10.187 -2.902 -2.981 -2.804 -2.890 -0.274 0.403 0.166 -0.167 3.876 -0.057 -0.056 3.484 3.467 -0.386 0.956 1.350 -0.708 -4587.253 -4974.439 437.795 688.144 1348.252 3565.832 -5028.286 -5372.818 594.113 808.505 1524.279 3223.271 -8001.302 -15541.268 3735.399 7683.325 -843.449 9284.998 -8024.548 -16109.991 3542.074 8218.509 -907.029 8811.221
4.046 265.982 262.176 7447.153 5.000 0.291 -0.124 -0.000 -0.846 1.081 -11.028 -12.072 -23.057 -24.069 18.715 17.410 17.428 16.164 49.005 58.803 0.206 -0.471 -0.275 0.058 -0.088 -0.025 -0.026 1.027 1.069 41.484 1.100 0.014 0.014 3.634 3.235 9.382 8.831 262.165 262.044 264.921 264.924 0.001 0.001 0.000 -0.000 5049.463 4767.226 7049.839 6764.678 -0.068 100.000 701.069 1242.325 1234.625 0.456 0.000 2.582 -10.059 -2.897 -2.990 -2.801 -2.902 -0.268 0.409 0.166 -0.167 3.876 -0.057 -0.055 3.465 3.444 -0.342 0.995 1.415 -0.661 -4578.669 -4971.921 426.247 681.073 1344.626 3633.776 -5079.855 -5424.577 604.605 819.085 1545.635 3234.672 -8039.866 -15537.410 3734.032 7668.496 -822.928 9381.838 -8070.749 -16210.227 3505.967 8301.172 -897.722 8830.651
